record_id,date,service,shift,patients_accueillis,personnel_present,actes_realises,temps_attente_moy_min,duree_moyenne_prise_en_charge_min,taux_occupation_lits_pct,satisfaction_patient_pct,cout_service_mad,revenu_service_mad,nb_incidents,nb_absences_personnel,productivite_actes_par_personne,statut_service,marge_service_mad
HOSP-01743,2026-04-19,Laboratoire,Après-midi,84.0,3.0,68.0,64.5,13.3,96.5,67.41,28634.24,25122.65,0,2,22.67,Normal,-3511.59
HOSP-01744,2026-01-22,Radiologie,Nuit,236.0,34.0,255.0,60.9,56.5,49.13,76.68,4702.18,8835.69,0,0,7.5,Saturé,4133.51
HOSP-01745,2026-06-18,Bloc opératoire,Nuit,239.0,3.0,243.0,153.6,36.8,71.77,77.02,16238.93,51546.12,0,1,81.0,Normal,35307.19
HOSP-01746,2026-05-27,Médecine interne,Après-midi,245.0,5.0,288.0,122.6,83.0,76.09,64.77,19279.95,60881.18,0,2,57.6,Critique,41601.229999999996
HOSP-01747,2026-06-16,Laboratoire,Matin,197.0,3.0,147.0,136.7,44.2,60.1,69.31,53864.12,25011.74,1,1,49.0,Normal,-28852.38
HOSP-01748,2026-02-10,Pédiatrie,Nuit,78.0,37.0,75.0,66.6,33.2,64.07,70.66,9209.04,10367.2,0,0,2.03,Normal,1158.1599999999999
HOSP-01749,2026-03-01,Médecine interne,Nuit,40.0,13.0,31.0,46.6,62.3,69.73,72.8,31031.62,20941.41,0,1,2.38,Normal,-10090.21
HOSP-01750,2026-01-02,Urgences,Après-midi,45.0,23.0,52.0,59.1,50.1,52.46,99.0,14209.69,57737.24,0,2,2.26,Normal,43527.549999999996
HOSP-01751,2026-04-21,Laboratoire,Matin,131.0,32.0,97.0,22.4,64.5,73.54,94.09,35902.79,50577.24,0,0,3.03,Saturé,14674.449999999997
HOSP-01752,2026-04-09,Laboratoire,Après-midi,166.0,36.0,192.0,29.1,46.8,96.97,73.6,61231.96,71676.67,3,0,5.33,Saturé,10444.71
HOSP-01753,2026-02-25,Urgences,Nuit,163.0,7.0,130.0,74.2,62.8,68.48,59.91,50339.53,39527.66,0,2,18.57,Critique,-10811.869999999995
HOSP-01754,2026-04-11,Médecine interne,Nuit,78.0,27.0,99.0,,38.6,88.77,75.52,22793.28,71461.97,0,1,3.67,Normal,48668.69
HOSP-01755,2026-02-27,Bloc opératoire,Matin,28.0,26.0,32.0,39.9,18.6,90.71,74.12,26012.68,48761.96,2,2,1.23,Normal,22749.28
HOSP-01756,2026-04-30,Cardiologie,Après-midi,68.0,5.0,78.0,58.7,65.4,78.15,85.29,47200.56,61386.45,0,1,15.6,Saturé,14185.89
HOSP-01757,2026-05-03,Laboratoire,Nuit,31.0,6.0,22.0,65.7,89.0,50.6,57.3,10908.79,55553.61,1,1,3.67,Normal,44644.82
HOSP-01758,2026-04-05,Médecine interne,Après-midi,227.0,37.0,169.0,45.9,71.2,79.1,74.03,54452.63,50046.82,0,4,4.57,Sous tension,-4405.809999999998
HOSP-01759,2026-01-01,Bloc opératoire,Après-midi,225.0,41.0,282.0,47.0,50.8,46.76,73.7,36504.1,43983.66,1,2,6.88,Sous tension,7479.560000000005
HOSP-01760,2026-02-23,Médecine interne,Nuit,157.0,43.0,133.0,1.0,57.7,89.93,71.69,57813.55,57167.45,2,2,3.09,Critique,-646.1000000000058
HOSP-01761,2026-01-19,Médecine interne,Matin,175.0,36.0,178.0,69.0,76.3,74.92,54.44,40528.96,7035.18,2,2,4.94,Saturé,-33493.78
HOSP-01762,2026-01-30,Laboratoire,Matin,138.0,39.0,174.0,37.9,71.7,48.03,89.9,35008.74,50553.09,0,1,4.46,Normal,15544.349999999999
HOSP-01763,2026-03-29,Urgences,Après-midi,233.0,39.0,241.0,3.0,58.8,46.13,82.76,65180.54,12108.14,0,0,6.18,Normal,-53072.4
HOSP-01764,2026-03-26,Laboratoire,Nuit,157.0,39.0,133.0,42.2,44.5,98.64,,63501.63,7980.59,1,0,3.41,Saturé,-55521.03999999999
HOSP-01765,2026-04-29,Consultation,Matin,188.0,13.0,145.0,53.2,42.9,48.57,66.66,48428.79,51071.15,0,1,11.15,Normal,2642.3600000000006
HOSP-01766,2026-06-28,Radiologie,Matin,257.0,4.0,238.0,132.7,81.7,80.59,80.87,50633.26,25815.17,0,0,59.5,Saturé,-24818.090000000004
HOSP-01767,2026-03-08,Médecine interne,Matin,154.0,37.0,161.0,40.8,35.1,59.6,87.69,44577.04,9250.58,0,1,4.35,Normal,-35326.46
HOSP-01768,2026-01-12,Laboratoire,Nuit,247.0,6.0,229.0,108.0,75.6,75.09,94.3,9525.36,65484.63,1,1,38.17,Normal,55959.27
HOSP-01769,2026-04-05,Cardiologie,Après-midi,134.0,8.0,94.0,89.5,13.1,94.41,76.23,51640.7,55860.23,0,1,11.75,Normal,4219.530000000006
HOSP-01770,2026-05-14,Urgences,Après-midi,207.0,,235.0,107.1,77.7,64.46,65.55,58430.46,52755.37,0,0,19.58,Normal,-5675.0899999999965
HOSP-01771,2026-03-24,Bloc opératoire,Nuit,183.0,20.0,153.0,23.0,47.4,103.91,87.63,22125.94,94421.92,1,4,7.65,Sous tension,72295.98
HOSP-01772,2026-03-02,Radiologie,Après-midi,121.0,33.0,137.0,17.4,2.7,105.84,85.48,8765.05,61000.85,0,1,4.15,Sous tension,52235.8
HOSP-01773,2026-06-23,Cardiologie,Matin,60.0,18.0,73.0,29.3,65.3,73.2,76.38,23432.84,51693.44,1,0,4.06,Sous tension,28260.600000000002
HOSP-01774,2026-02-09,Pédiatrie,Matin,86.0,28.0,88.0,47.7,67.9,82.29,76.13,49694.53,70069.17,0,1,3.14,Normal,20374.64
HOSP-01775,2026-02-16,Radiologie,Après-midi,216.0,29.0,286.0,46.5,98.7,76.96,82.7,66521.82,35145.71,1,0,9.86,Saturé,-31376.110000000008
HOSP-01776,2026-04-04,Pédiatrie,Matin,245.0,30.0,226.0,49.6,59.8,103.93,82.55,3920.16,56075.26,0,1,7.53,Saturé,52155.100000000006
HOSP-01777,2026-02-05,Consultation,Matin,153.0,5.0,190.0,90.2,21.7,73.76,70.1,23448.81,85045.47,2,0,38.0,Normal,61596.66
HOSP-01778,2026-04-20,Médecine interne,Nuit,198.0,11.0,162.0,78.7,73.4,76.81,71.93,22902.1,41877.83,1,0,14.73,Normal,18975.730000000003
HOSP-01779,2026-03-10,Laboratoire,Matin,241.0,32.0,309.0,29.4,68.6,57.99,83.96,45483.75,93071.68,0,0,9.66,Normal,47587.92999999999
HOSP-01780,2026-05-18,Pédiatrie,Après-midi,152.0,9.0,107.0,65.0,23.2,101.7,71.18,39814.53,7669.46,0,0,11.89,Normal,-32145.07
HOSP-01781,2026-02-17,Bloc opératoire,Après-midi,190.0,26.0,243.0,40.1,45.8,46.4,98.96,24296.14,82916.09,1,0,9.35,Saturé,58619.95
HOSP-01782,2026-03-25,Pédiatrie,Matin,66.0,11.0,45.0,70.9,25.2,75.92,91.46,67552.93,29854.64,0,1,4.09,Normal,-37698.28999999999
HOSP-01783,2026-01-14,Radiologie,Matin,37.0,42.0,31.0,42.3,41.2,70.84,88.63,18015.58,70146.38,0,2,0.74,Sous tension,52130.8
HOSP-01784,2026-06-14,Consultation,Après-midi,248.0,34.0,315.0,25.3,61.2,50.82,81.89,65094.46,15938.05,0,1,9.26,Critique,-49156.41
HOSP-01785,2026-03-21,Radiologie,Matin,123.0,9.0,98.0,86.6,33.7,105.96,63.08,59643.47,89926.86,0,2,10.89,Normal,30283.39
HOSP-01786,2026-06-28,Cardiologie,Matin,100.0,7.0,124.0,87.4,55.0,98.81,84.7,28189.12,86085.17,0,0,17.71,Normal,57896.05
HOSP-01787,2026-06-08,Laboratoire,Matin,107.0,10.0,102.0,22.2,62.9,91.3,60.66,21007.51,77779.77,0,0,10.2,Normal,56772.26000000001
HOSP-01788,2026-04-24,Consultation,Nuit,26.0,5.0,26.0,58.5,39.6,,65.07,24336.7,37418.43,0,1,5.2,Normal,13081.73
HOSP-01789,2026-03-20,Cardiologie,Après-midi,181.0,22.0,164.0,28.6,51.4,53.0,99.0,65605.67,90593.56,0,0,7.45,Normal,24987.89
HOSP-01790,2026-02-10,Pédiatrie,Après-midi,92.0,13.0,,27.7,69.8,103.77,64.42,43499.03,80411.39,0,0,5.54,Sous tension,36912.36
HOSP-01791,2026-02-24,Médecine interne,Matin,125.0,16.0,137.0,56.8,41.6,45.1,75.69,35700.86,20922.69,0,2,8.56,Saturé,-14778.170000000002
HOSP-01792,2026-05-25,Médecine interne,Nuit,255.0,20.0,251.0,54.3,43.2,46.47,80.18,48785.78,26016.99,1,3,12.55,Normal,-22768.789999999997
HOSP-01793,2026-04-16,Cardiologie,Après-midi,86.0,32.0,101.0,54.8,35.7,72.76,73.99,47939.03,7105.84,0,0,3.16,Sous tension,-40833.19
HOSP-01794,2026-05-10,Médecine interne,Nuit,204.0,44.0,160.0,12.4,73.2,61.01,71.29,59399.55,71706.7,0,0,3.64,Normal,12307.149999999994
HOSP-01795,2026-02-15,Pédiatrie,Matin,75.0,13.0,57.0,66.9,55.5,92.45,83.18,55638.75,64561.88,0,1,4.38,Normal,8923.129999999997
HOSP-01796,2026-01-20,Laboratoire,Après-midi,116.0,27.0,82.0,23.8,-2.2,49.12,98.34,3875.82,9942.57,0,2,3.04,Normal,6066.75
HOSP-01797,2026-05-06,Radiologie,Après-midi,182.0,31.0,156.0,75.9,41.3,65.88,86.15,63750.76,45090.45,1,1,5.03,Normal,-18660.310000000005
HOSP-01798,2026-06-16,Bloc opératoire,Nuit,230.0,39.0,193.0,50.0,35.9,59.99,60.49,8184.31,35178.48,2,0,4.95,Normal,26994.170000000002
HOSP-01799,2026-04-27,Bloc opératoire,Nuit,26.0,9.0,29.0,40.8,62.9,68.19,73.74,8122.44,10456.25,0,0,3.22,Saturé,2333.8100000000004
HOSP-01800,2026-04-17,Cardiologie,Nuit,125.0,20.0,101.0,36.0,43.4,51.22,82.02,10243.32,72585.75,2,0,5.05,Sous tension,62342.43
HOSP-01801,2026-03-30,Laboratoire,Après-midi,238.0,31.0,225.0,53.1,73.9,62.07,77.97,58963.29,49193.96,1,4,7.26,Normal,-9769.330000000002
HOSP-01802,2026-03-21,Radiologie,Nuit,128.0,13.0,126.0,72.2,78.9,85.79,87.27,17881.05,55108.89,2,1,9.69,Sous tension,37227.84
HOSP-01803,2026-01-02,Laboratoire,Nuit,72.0,31.0,81.0,25.0,53.9,91.67,78.01,49684.09,52123.92,1,3,2.61,Normal,2439.8300000000017
HOSP-01804,2026-03-11,Radiologie,Nuit,154.0,16.0,111.0,65.9,64.4,100.44,71.32,12420.06,66617.81,1,1,6.94,Normal,54197.75
HOSP-01805,2026-06-02,Urgences,Après-midi,171.0,9.0,178.0,31.9,67.9,105.4,85.35,20639.63,78310.25,3,1,19.78,Normal,57670.619999999995
HOSP-01806,2026-02-20,Bloc opératoire,Nuit,71.0,27.0,49.0,1.0,58.3,64.01,88.65,5396.5,26630.02,0,1,1.81,Saturé,21233.52
HOSP-01807,2026-04-30,Consultation,Nuit,42.0,7.0,28.0,35.3,74.0,65.49,84.37,5961.39,71259.28,0,0,4.0,Saturé,65297.89
HOSP-01808,2026-02-09,Cardiologie,Nuit,227.0,26.0,173.0,15.8,51.9,53.53,75.53,64199.67,66076.2,0,2,6.65,Sous tension,1876.5299999999988
HOSP-01809,2026-02-24,Radiologie,Matin,218.0,29.0,160.0,69.4,39.2,46.66,99.0,38856.82,72095.11,1,2,5.52,Normal,33238.29
HOSP-01810,2026-04-08,Radiologie,Après-midi,197.0,44.0,252.0,58.9,93.5,90.99,75.39,23916.88,12511.24,0,1,5.73,Normal,-11405.640000000001
HOSP-01811,2026-05-11,Laboratoire,Nuit,136.0,31.0,100.0,35.8,31.2,47.38,99.0,9747.47,25387.9,1,2,3.23,Normal,15640.430000000002
HOSP-01812,2026-04-28,Pédiatrie,Après-midi,231.0,9.0,,78.9,98.1,68.79,77.22,64777.41,78213.12,0,1,18.78,Normal,13435.709999999992
HOSP-01813,2026-06-03,Urgences,Nuit,120.0,12.0,85.0,10.4,87.3,51.79,67.39,49609.58,84904.74,0,0,7.08,Normal,35295.16
HOSP-01814,2026-06-09,Pédiatrie,Nuit,79.0,38.0,95.0,33.3,58.7,89.95,82.12,35128.94,55889.73,0,1,2.5,Sous tension,20760.79
HOSP-01815,2026-04-01,Consultation,Matin,104.0,20.0,78.0,61.6,42.2,105.9,96.31,9865.3,66284.55,0,0,3.9,Normal,56419.25
HOSP-01816,2026-02-07,Radiologie,Matin,46.0,19.0,35.0,52.8,60.4,93.12,55.04,38263.38,61467.34,0,0,1.84,Normal,23203.96
HOSP-01817,2026-02-25,Bloc opératoire,Après-midi,138.0,4.0,89.0,48.0,57.6,66.86,75.75,14074.95,60854.39,0,1,22.25,Normal,46779.44
HOSP-01818,2026-02-23,Laboratoire,Matin,253.0,31.0,209.0,52.2,72.7,80.27,93.57,48347.03,80991.46,1,1,6.74,Sous tension,32644.430000000008
HOSP-01819,2026-03-18,Bloc opératoire,Matin,94.0,,95.0,9.4,35.9,99.08,85.51,12093.55,87895.49,0,2,4.32,Critique,75801.94
HOSP-01820,2026-05-08,Laboratoire,Nuit,105.0,43.0,121.0,58.3,66.5,48.49,70.73,22730.89,37235.85,1,1,2.81,Normal,14504.96
HOSP-01821,2026-04-26,Radiologie,Nuit,62.0,37.0,45.0,55.2,60.6,80.25,81.75,25971.88,70849.52,0,2,1.22,Saturé,44877.64
HOSP-01822,2026-03-02,Urgences,Matin,91.0,10.0,97.0,100.9,76.4,65.41,66.19,62122.82,7332.18,0,0,9.7,Sous tension,-54790.64
HOSP-01823,2026-05-06,Cardiologie,Après-midi,64.0,40.0,61.0,59.8,10.8,78.99,90.2,50807.21,82313.8,1,0,1.52,Sous tension,31506.590000000004
HOSP-01824,2026-05-08,Laboratoire,Nuit,187.0,36.0,231.0,22.2,27.8,84.32,68.55,33111.34,72632.17,0,0,6.42,Normal,39520.83
HOSP-01825,2026-06-07,Laboratoire,Nuit,19.0,30.0,13.0,24.5,60.3,90.94,71.36,7409.62,74243.27,1,0,0.43,Normal,66833.65000000001
HOSP-01826,2026-04-08,Consultation,Après-midi,54.0,6.0,41.0,71.5,69.5,105.76,75.73,61530.11,29438.62,0,0,6.83,Sous tension,-32091.49
HOSP-01827,2026-02-13,Médecine interne,Matin,212.0,18.0,232.0,53.8,41.0,52.51,74.77,39972.83,79665.73,0,1,12.89,Saturé,39692.899999999994
HOSP-01828,2026-03-13,Laboratoire,Matin,208.0,13.0,233.0,29.7,56.3,89.82,81.75,51100.23,5080.76,0,2,17.92,Normal,-46019.47
HOSP-01829,2026-03-21,Consultation,Nuit,232.0,43.0,227.0,56.1,73.9,69.22,90.7,38803.35,63355.73,1,0,5.28,Normal,24552.380000000005
HOSP-01830,2026-02-01,Consultation,Nuit,191.0,23.0,,55.7,7.0,103.67,72.09,59261.71,13462.71,0,1,9.43,Normal,-45799.0
HOSP-01831,2026-05-29,Radiologie,Nuit,209.0,19.0,197.0,26.0,49.0,55.3,79.58,49466.0,86802.11,0,1,10.37,Normal,37336.11
HOSP-01832,2026-04-08,Laboratoire,Après-midi,170.0,30.0,161.0,23.0,50.0,101.48,73.77,29869.85,75845.16,0,0,5.37,Normal,45975.310000000005
HOSP-01833,2026-03-30,Pédiatrie,Nuit,,25.0,290.0,75.9,64.1,59.84,85.84,57962.75,35907.37,0,0,11.6,Saturé,-22055.379999999997
HOSP-01834,2026-03-31,Pédiatrie,Après-midi,132.0,9.0,160.0,49.8,34.6,80.84,81.26,60338.54,91428.66,0,0,17.78,Saturé,31090.120000000003
HOSP-01835,2026-03-30,Consultation,Après-midi,243.0,44.0,232.0,86.1,34.7,65.18,72.77,4789.3,66536.6,1,1,5.27,Sous tension,61747.3
HOSP-01836,2026-04-02,Pédiatrie,Après-midi,149.0,29.0,184.0,72.9,42.9,75.81,75.39,5114.7,7054.63,1,0,6.34,Critique,1939.9300000000003
HOSP-01837,2026-03-26,Consultation,Matin,181.0,39.0,210.0,48.6,79.5,75.22,91.27,66683.35,47982.87,0,1,5.38,Saturé,-18700.480000000003
HOSP-01838,2026-01-06,Radiologie,Matin,85.0,32.0,68.0,21.3,35.9,45.02,79.0,42522.44,85900.73,0,0,2.12,Sous tension,43378.28999999999
HOSP-01839,2026-02-11,Médecine interne,Après-midi,115.0,3.0,113.0,106.2,53.5,79.65,62.48,67627.29,35196.74,2,1,37.67,Saturé,-32430.549999999996
HOSP-01840,2026-02-08,Consultation,Nuit,142.0,31.0,120.0,24.5,57.9,86.76,71.91,2652.56,7954.96,0,1,3.87,Sous tension,5302.4
HOSP-01841,2026-03-19,Radiologie,Matin,36.0,25.0,24.0,51.4,72.9,55.96,79.52,26385.63,52345.17,0,1,0.96,Normal,25959.539999999997
HOSP-01842,2026-05-11,Bloc opératoire,Après-midi,257.0,6.0,214.0,139.2,51.6,87.93,68.68,32918.5,81364.29,0,1,35.67,Normal,48445.78999999999
HOSP-01843,2026-03-31,Pédiatrie,Matin,181.0,16.0,135.0,62.1,51.2,45.78,72.8,51905.36,84751.93,1,1,8.44,Sous tension,32846.56999999999
HOSP-01844,2026-06-01,Urgences,Après-midi,142.0,14.0,137.0,62.0,49.1,97.32,80.47,26947.91,61070.37,1,2,9.79,Saturé,34122.46000000001
HOSP-01845,2026-03-20,Radiologie,Nuit,108.0,34.0,111.0,40.7,88.4,86.4,78.01,61366.93,9935.03,0,1,3.26,Critique,-51431.9
HOSP-01846,2026-02-07,Consultation,Après-midi,257.0,12.0,335.0,44.4,77.5,59.63,73.94,6280.36,82318.78,0,0,27.92,Normal,76038.42
HOSP-01847,2026-04-21,Pédiatrie,Matin,65.0,30.0,77.0,45.3,39.9,58.05,78.35,8980.94,11469.66,1,0,2.57,Normal,2488.7199999999993
HOSP-01848,2026-04-19,Urgences,Nuit,96.0,14.0,117.0,15.0,105.6,64.79,91.2,5609.43,61091.8,0,0,8.36,Normal,55482.37
HOSP-01849,2026-01-21,Radiologie,Après-midi,122.0,16.0,149.0,41.8,58.8,75.31,86.34,60691.39,66843.41,0,2,9.31,Normal,6152.020000000004
HOSP-01850,2026-03-17,Radiologie,Matin,45.0,4.0,32.0,63.3,48.4,62.24,80.96,36918.5,53091.64,0,0,8.0,Saturé,16173.14
HOSP-01851,2026-03-12,Bloc opératoire,Après-midi,27.0,32.0,34.0,48.1,45.3,76.0,70.44,20940.14,61845.62,0,0,1.06,Normal,40905.48
HOSP-01852,2026-06-22,Urgences,Matin,76.0,13.0,50.0,63.8,66.6,52.42,87.57,2721.56,11525.31,0,0,3.85,Saturé,8803.75
HOSP-01853,2026-01-06,Bloc opératoire,Nuit,51.0,39.0,46.0,20.0,64.0,93.66,76.52,63805.96,25557.61,0,1,1.18,Saturé,-38248.35
HOSP-01854,2026-04-01,Bloc opératoire,Matin,119.0,26.0,109.0,54.7,67.5,92.82,64.84,66240.65,43152.56,0,2,4.19,Saturé,-23088.089999999997
HOSP-01855,2026-03-19,Cardiologie,Matin,236.0,28.0,312.0,63.7,54.6,49.86,75.36,40382.84,26722.77,1,0,11.14,Normal,-13660.069999999996
HOSP-01856,2026-06-23,Urgences,Matin,216.0,23.0,193.0,19.5,87.3,66.65,79.74,8384.92,49680.95,2,0,8.39,Normal,41296.03
HOSP-01857,2026-05-01,Consultation,Matin,224.0,9.0,217.0,29.8,108.8,57.38,77.83,28124.52,57169.04,0,1,24.11,Normal,29044.52
HOSP-01858,2026-05-14,Cardiologie,Matin,168.0,33.0,222.0,69.9,38.0,73.67,75.12,49582.01,89593.02,0,2,6.73,Normal,40011.01
HOSP-01859,2026-05-06,Consultation,Nuit,101.0,18.0,85.0,84.7,71.8,75.92,73.07,52783.22,64872.35,0,0,4.72,Sous tension,12089.129999999997
HOSP-01860,2026-04-25,Médecine interne,Après-midi,228.0,21.0,172.0,54.8,58.3,45.92,83.74,52805.71,11020.79,1,3,8.19,Normal,-41784.92
HOSP-01861,2026-06-16,Médecine interne,Après-midi,121.0,23.0,139.0,28.9,53.9,62.82,76.91,20069.16,92156.2,0,0,6.04,Critique,72087.04
HOSP-01862,2026-05-10,Laboratoire,Nuit,38.0,35.0,34.0,50.3,54.0,66.75,85.76,60498.62,63835.86,1,0,0.97,Normal,3337.239999999998
HOSP-01863,2026-03-09,Médecine interne,Après-midi,258.0,6.0,300.0,68.5,50.4,64.34,79.67,65240.3,72091.6,0,2,50.0,Normal,6851.300000000003
HOSP-01864,2026-03-09,Médecine interne,Nuit,102.0,42.0,133.0,30.3,38.8,101.32,82.82,13195.33,44184.44,0,1,3.17,Normal,30989.11
HOSP-01865,2026-03-27,Pédiatrie,Nuit,46.0,38.0,30.0,34.4,76.4,102.18,85.0,28805.68,40164.76,1,0,0.79,Normal,11359.080000000002
HOSP-01866,2026-02-23,Cardiologie,Après-midi,99.0,30.0,119.0,22.7,64.4,88.85,78.48,11459.46,36511.75,1,2,3.97,Normal,25052.29
HOSP-01867,2026-02-07,Cardiologie,Après-midi,121.0,8.0,95.0,82.5,,86.77,75.95,18151.52,18951.41,0,0,11.88,Normal,799.8899999999994
HOSP-01868,2026-02-13,Urgences,Nuit,183.0,12.0,228.0,34.7,68.5,87.52,81.64,55643.31,73785.56,1,0,19.0,Normal,18142.25
HOSP-01869,2026-04-05,Médecine interne,Nuit,56.0,16.0,41.0,50.2,91.7,86.68,68.14,5401.83,44787.48,3,1,2.56,Normal,39385.65
HOSP-01870,2026-06-08,Pédiatrie,Nuit,187.0,3.0,177.0,116.4,18.3,63.32,70.35,51763.88,54058.17,1,0,59.0,Normal,2294.290000000001
HOSP-01871,2026-06-26,Cardiologie,Matin,17.0,21.0,22.0,24.7,51.0,54.36,77.9,21900.53,19367.26,1,1,1.05,Normal,-2533.2700000000004
HOSP-01872,2026-01-20,Médecine interne,Nuit,75.0,17.0,68.0,12.0,45.9,105.8,93.41,42213.72,26589.55,1,0,4.0,Normal,-15624.170000000002
HOSP-01873,2026-06-09,Consultation,Matin,93.0,37.0,105.0,31.3,29.0,75.87,88.29,7488.07,62808.56,2,0,2.84,Normal,55320.49
HOSP-01874,2026-04-02,Pédiatrie,Matin,187.0,18.0,222.0,78.2,29.5,53.83,64.54,40165.69,60301.52,0,0,12.33,Critique,20135.829999999994
HOSP-01875,2026-06-25,Cardiologie,Nuit,96.0,10.0,89.0,50.9,65.9,79.75,86.66,55067.54,12855.91,0,0,8.9,Normal,-42211.630000000005
HOSP-01876,2026-02-06,Urgences,Matin,123.0,26.0,94.0,67.8,82.0,75.01,76.03,11207.03,82026.79,0,0,3.62,Normal,70819.76
HOSP-01877,2026-03-24,Consultation,Matin,169.0,30.0,177.0,66.1,42.8,49.06,85.7,5610.31,20506.38,0,3,5.9,Normal,14896.07
HOSP-01878,2026-05-26,Urgences,Matin,127.0,18.0,140.0,63.9,41.5,95.29,75.12,17488.87,91535.46,1,0,7.78,Saturé,74046.59000000001
HOSP-01879,2026-01-24,Médecine interne,Nuit,66.0,37.0,50.0,13.1,66.6,92.16,74.79,12274.98,59199.85,0,1,1.35,Sous tension,46924.869999999995
HOSP-01880,2026-03-21,Cardiologie,Matin,43.0,18.0,37.0,27.6,27.1,98.67,70.07,8820.81,87960.48,1,2,2.06,Normal,79139.67
HOSP-01881,2026-03-30,Urgences,Matin,,42.0,284.0,28.6,55.1,72.07,72.81,27440.36,55664.71,0,1,6.76,Normal,28224.35
HOSP-01882,2026-04-04,Cardiologie,Après-midi,101.0,19.0,85.0,32.5,53.4,62.16,70.15,33558.12,88146.84,2,1,4.47,Sous tension,54588.719999999994
HOSP-01883,2026-03-27,Laboratoire,Après-midi,236.0,20.0,264.0,77.3,42.6,63.04,69.38,66315.19,20705.33,1,0,13.2,Normal,-45609.86
HOSP-01884,2026-01-10,Médecine interne,Après-midi,205.0,31.0,185.0,52.7,68.6,48.04,75.79,58950.53,90260.13,0,0,5.97,Normal,31309.600000000006
HOSP-01885,2026-05-15,Consultation,Après-midi,189.0,32.0,233.0,61.9,30.0,57.68,65.31,19935.47,9139.58,2,0,7.28,Normal,-10795.890000000001
HOSP-01886,2026-04-05,Bloc opératoire,Nuit,26.0,37.0,24.0,66.6,31.2,94.78,70.07,66501.3,52205.51,1,1,0.65,Normal,-14295.79
HOSP-01887,2026-01-19,Cardiologie,Nuit,15.0,42.0,14.0,38.5,96.9,60.22,81.48,39498.08,37390.45,2,0,0.33,Normal,-2107.6300000000047
HOSP-01888,2026-04-30,Consultation,Nuit,53.0,23.0,47.0,96.0,84.9,85.91,67.35,55592.88,88013.36,0,2,2.04,Saturé,32420.480000000003
HOSP-01889,2026-03-04,Médecine interne,Après-midi,63.0,25.0,80.0,31.8,70.7,93.26,78.28,31465.86,58170.29,1,1,3.2,Saturé,26704.43
HOSP-01890,2026-05-08,Laboratoire,Matin,66.0,42.0,43.0,43.5,50.9,64.1,69.64,32718.54,13557.14,3,0,1.02,Saturé,-19161.4
HOSP-01891,2026-05-02,Médecine interne,Matin,181.0,40.0,157.0,24.6,33.3,79.57,71.52,34207.6,8775.45,1,1,3.92,Normal,-25432.149999999998
HOSP-01892,2026-02-23,Bloc opératoire,Nuit,100.0,20.0,128.0,82.3,50.7,95.21,82.17,37025.28,26057.78,0,1,6.4,Saturé,-10967.5
HOSP-01893,2026-04-17,Pédiatrie,Après-midi,196.0,26.0,192.0,,51.9,98.67,79.09,26339.73,13224.49,0,2,7.38,Saturé,-13115.24
HOSP-01894,2026-06-24,Pédiatrie,Après-midi,81.0,40.0,67.0,30.3,31.4,,81.1,67926.71,69711.76,2,0,1.68,Normal,1785.0499999999884
HOSP-01895,2026-03-28,Urgences,Après-midi,226.0,12.0,150.0,24.4,23.5,79.5,85.55,5484.29,24810.86,0,0,12.5,Sous tension,19326.57
HOSP-01896,2026-01-19,Pédiatrie,Matin,219.0,5.0,195.0,88.9,61.5,92.41,71.46,67564.04,67901.18,0,2,39.0,Sous tension,337.1399999999994
HOSP-01897,2026-02-22,Bloc opératoire,Après-midi,146.0,21.0,160.0,36.2,72.6,100.0,72.06,20932.55,16013.83,1,0,7.62,Normal,-4918.719999999999
HOSP-01898,2026-05-17,Consultation,Matin,205.0,5.0,249.0,94.9,67.1,71.54,75.93,22652.18,33816.12,1,3,49.8,Normal,11163.940000000002
HOSP-01899,2026-03-03,Urgences,Matin,57.0,8.0,39.0,56.8,67.8,102.73,59.64,10852.27,25012.51,0,1,4.88,Normal,14160.239999999998
HOSP-01900,2026-06-28,Bloc opératoire,Après-midi,119.0,11.0,152.0,103.3,76.4,70.54,75.98,40291.67,39462.22,0,0,13.82,Saturé,-829.4499999999971
HOSP-01901,2026-05-10,Cardiologie,Après-midi,64.0,44.0,67.0,43.9,70.2,69.39,87.78,30648.31,54612.64,0,2,1.52,Normal,23964.329999999998
HOSP-01902,2026-04-11,Laboratoire,Après-midi,53.0,4.0,40.0,101.8,68.1,66.87,86.19,63158.6,11102.2,2,1,10.0,Normal,-52056.399999999994
HOSP-01903,2026-06-23,Cardiologie,Nuit,70.0,28.0,84.0,31.9,59.9,59.56,97.32,36923.56,8820.72,0,0,3.0,Normal,-28102.839999999997
HOSP-01904,2026-01-29,Laboratoire,Après-midi,167.0,6.0,157.0,95.0,65.6,91.45,72.47,33395.74,86996.37,1,2,26.17,Normal,53600.63
HOSP-01905,2026-01-01,Urgences,Après-midi,118.0,38.0,151.0,1.0,74.0,76.88,80.76,64479.33,38769.18,0,4,3.97,Sous tension,-25710.15
HOSP-01906,2026-03-22,Laboratoire,Après-midi,62.0,38.0,50.0,63.5,47.3,101.04,77.67,36085.91,78518.69,0,0,1.32,Saturé,42432.78
HOSP-01907,2026-01-12,Urgences,Nuit,45.0,4.0,55.0,96.6,40.0,88.74,69.06,61199.81,6437.27,0,0,13.75,Saturé,-54762.53999999999
